sample,MYCN_status,subset,subset2,hsa-let-7a,hsa-let-7b,hsa-let-7c,hsa-let-7d,hsa-let-7e,hsa-let-7f,hsa-let-7g,hsa-let-7i,hsa-mir-1,hsa-mir-100,hsa-mir-101,hsa-mir-103,hsa-miR-105,hsa-mir-106a,hsa-mir-106b,hsa-mir-107,hsa-mir-10a,hsa-mir-10b,hsa-mir-122a,hsa-mir-124a,hsa-mir-125a,hsa-mir-125b,hsa-miR-126,hsa-mir-126star,hsa-mir-127,hsa-mir-128a,hsa-mir-128b,hsa-mir-129,hsa-mir-130a,hsa-mir-130b,hsa-mir-132,hsa-mir-133a,hsa-mir-133b,hsa-mir-134,hsa-mir-135a,hsa-mir-135b,hsa-mir-136,hsa-mir-137,hsa-mir-138,hsa-mir-139,hsa-mir-140,hsa-mir-141,hsa-mir-142-3p,hsa-mir-142-5p,hsa-mir-143,hsa-mir-145,hsa-mir-146a,hsa-miR-146b,hsa-mir-147,hsa-mir-148a,hsa-mir-148b,hsa-mir-149,hsa-mir-150,hsa-mir-151,hsa-mir-152,hsa-mir-153,hsa-mir-154,hsa-mir-154star,hsa-mir-155,hsa-mir-15a,hsa-mir-15b,hsa-mir-16,hsa-mir-17-3p,hsa-mir-17-5p,hsa-mir-181a,hsa-mir-181b,hsa-mir-181c,hsa-mir-181d,hsa-mir-182,hsa-mir-182star,hsa-mir-183,hsa-mir-184,hsa-miR-185,hsa-mir-186,hsa-mir-187,hsa-mir-188,hsa-mir-189,hsa-mir-18a,hsa-mir-18astar,hsa-mir-18B,hsa-mir-190,hsa-mir-191,hsa-mir-192,hsa-mir-193a,hsa-mir-193b,hsa-mir-194,hsa-mir-195,hsa-mir-196a,hsa-mir-196b,hsa-mir-197,hsa-mir-198,hsa-mir-199a,hsa-mir-199astar,hsa-mir-199b,hsa-mir-19a,hsa-mir-19b,hsa-mir-200a,hsa-mir-200astar,hsa-mir-200b,hsa-mir-200c,hsa-mir-202,hsa-mir-202star,hsa-mir-203,hsa-mir-204,hsa-mir-205,hsa-mir-206,hsa-mir-208,hsa-mir-20a,hsa-mir-20b,hsa-mir-21,hsa-mir-210,hsa-mir-211,hsa-mir-212,hsa-mir-213,hsa-mir-214,hsa-mir-215,hsa-mir-216,hsa-mir-217,hsa-mir-218,hsa-mir-219,hsa-mir-22,hsa-mir-220,hsa-mir-221,hsa-mir-222,hsa-mir-223,hsa-mir-224,hsa-mir-23a,hsa-mir-23b,hsa-mir-24,hsa-mir-25,hsa-mir-26a,hsa-mir-26b,hsa-mir-27a,hsa-mir-27b,hsa-mir-28,hsa-mir-296,hsa-miR-299-3p,hsa-mir-299-5p,hsa-mir-29a,hsa-mir-29b,hsa-mir-29c,hsa-mir-301,hsa-mir-302a,hsa-mir-302astar,hsa-mir-302b,hsa-mir-302bstar,hsa-mir-302c,hsa-mir-302cstar,hsa-mir-302d,hsa-mir-30a-3p,hsa-mir-30a-5p,hsa-mir-30b,hsa-mir-30c,hsa-mir-30d,hsa-mir-30e-3p,hsa-mir-30e-5p,hsa-mir-31,hsa-mir-32,hsa-mir-320,hsa-mir-323,hsa-mir-324-3p,hsa-mir-324-5p,hsa-mir-325,hsa-mir-326,hsa-mir-328,hsa-mir-329,hsa-mir-33,hsa-mir-330,hsa-mir-331,hsa-mir-335,hsa-mir-337,hsa-mir-338,hsa-mir-339,hsa-mir-340,hsa-mir-342,hsa-mir-345,hsa-mir-346,hsa-mir-34a,hsa-mir-34b,hsa-mir-34c,hsa-mir-361,hsa-mir-362,hsa-mir-363,hsa-miR-363star,hsa-mir-365,hsa-mir-367,hsa-mir-368,hsa-mir-369-3p,hsa-mir-369-5p,hsa-mir-370,hsa-mir-371,hsa-mir-372,hsa-mir-373,hsa-mir-373star,hsa-mir-374,hsa-mir-375,hsa-mir-376a,hsa-miR-376astar,hsa-mir-376b,hsa-mir-377,hsa-mir-378,hsa-mir-379,hsa-mir-380-3p,hsa-miR-380-5p,hsa-mir-381,hsa-mir-382,hsa-mir-383,hsa-mir-384,hsa-mir-409-5p,hsa-mir-410,hsa-mir-411,hsa-mir-412,hsa-mir-422a,hsa-mir-422b,hsa-mir-423,hsa-mir-424,hsa-mir-425,hsa-miR-425-5p,hsa-mir-429,hsa-mir-432,hsa-mir-432star,hsa-mir-433,hsa-miR-448,hsa-mir-449,hsa-mir-449b,hsa-miR-450,hsa-mir-451,hsa-mir-452,hsa-mir-452star,hsa-mir-453,hsa-mir-455,hsa-mir-459,hsa-mir-483,hsa-miR-484,hsa-mir-485-3p,hsa-mir-485-5p,hsa-mir-486,hsa-mir-487a,hsa-mir-487b,hsa-miR-488,hsa-mir-489,hsa-mir-490,hsa-mir-491,hsa-mir-492,hsa-mir-493,hsa-mir-493-3p,hsa-mir-494,hsa-mir-495,hsa-mir-496,hsa-mir-497,hsa-miR-498,hsa-mir-499,hsa-mir-500,hsa-mir-501,hsa-mir-502,hsa-mir-503,hsa-miR-504,hsa-mir-505,hsa-mir-506,hsa-mir-507,hsa-mir-508,hsa-mir-509,hsa-mir-510,hsa-mir-511,hsa-miR-512-3p,hsa-mir-512-5p,hsa-mir-513,hsa-mir-514,hsa-mir-515-3p,hsa-mir-515-5p,hsa-mir-516-3p,hsa-mir-516-5p,hsa-mir-517a,hsa-mir-517b,hsa-mir-517c,hsa-mir-517star,hsa-mir-518a,hsa-mir-518b,hsa-mir-518c,hsa-mir-518cstar,hsa-mir-518d,hsa-mir-518e,hsa-mir-518f,hsa-mir-519a,hsa-mir-519b,hsa-mir-519c,hsa-mir-519d,hsa-mir-519e,hsa-mir-519estar,hsa-mir-520a,hsa-mir-520astar,hsa-mir-520b,hsa-mir-520c,hsa-mir-520d,hsa-mir-520dstar,hsa-mir-520e,hsa-mir-520f,hsa-mir-520g,hsa-mir-520h,hsa-mir-521,hsa-mir-522,hsa-mir-523,hsa-mir-524,hsa-mir-525,hsa-miR-525star,hsa-mir-526a,hsa-mir-526b,hsa-mir-526bstar,hsa-mir-526c,hsa-mir-527,hsa-miR-532,hsa-mir-539,hsa-mir-542-3p,hsa-mir-542-5p,hsa-mir-544,hsa-miR-545,hsa-miR-548a,hsa-mir-548b,hsa-miR-548c,hsa-mir-548d,hsa-mir-549,hsa-mir-550,hsa-mir-551a,hsa-mir-551b,hsa-mir-552,hsa-mir-553,hsa-mir-554,hsa-mir-555,hsa-miR-556,hsa-miR-557,hsa-mir-558,hsa-mir-559,hsa-miR-561,hsa-miR-562,hsa-mir-563,hsa-mir-564,hsa-mir-565,hsa-mir-566,hsa-miR-567,hsa-miR-569,hsa-miR-570,hsa-mir-571,hsa-mir-572,hsa-mir-573,hsa-mir-574,hsa-miR-575,hsa-miR-576,hsa-miR-578,hsa-miR-579,hsa-mir-580,hsa-miR-583,hsa-mir-584,hsa-miR-585,hsa-mir-586,hsa-miR-587,hsa-miR-588,hsa-miR-589,hsa-miR-591,hsa-miR-592,hsa-mir-593,hsa-miR-594,hsa-miR-596,hsa-miR-597,hsa-miR-599,hsa-mir-600,hsa-mir-601,hsa-miR-603,hsa-mir-604,hsa-miR-606,hsa-miR-607,hsa-miR-608,hsa-mir-609,hsa-mir-610,hsa-mir-612,hsa-mir-613,hsa-mir-614,hsa-mir-615,hsa-mir-616,hsa-miR-617,hsa-miR-618,hsa-miR-619,hsa-miR-621,hsa-mir-622,hsa-mir-624,hsa-mir-626,hsa-mir-627,hsa-miR-628,hsa-miR-629,hsa-mir-630,hsa-miR-631,hsa-mir-632,hsa-mir-633,hsa-mir-634,hsa-mir-635,hsa-mir-636,hsa-mir-637,hsa-miR-638,hsa-mir-639,hsa-miR-641,hsa-miR-642,hsa-mir-643,hsa-miR-644,hsa-miR-645,hsa-mir-646,hsa-miR-647,hsa-miR-648,hsa-miR-649,hsa-mir-650,hsa-mir-651,hsa-mir-652,hsa-miR-653,hsa-mir-654,hsa-mir-655,hsa-mir-656,hsa-mir-657,hsa-mir-658,hsa-mir-659,hsa-mir-660,hsa-miR-661,hsa-mir-662,hsa-mir-7,hsa-mir-9,hsa-mir-92,hsa-mir-93,hsa-mir-95,hsa-mir-96,hsa-mir-98,hsa-mir-99a,hsa-mir-99b,hsa-mir-9star
SAMPLE1,0,Testing,Testing,17.73258,16.112402,16.486456,20.177315,21.930244,20.63277,19.249044,19.878223,24.84959,15.214014,22.243975,16.965916,21.081522,16.525398,15.654987,,18.463932,14.423874,,16.7696,14.081837,13.601163,15.4913225,19.813007,14.510586,25.357233,25.940168,22.556837,17.775047,17.038755,17.70428,23.149359,22.39581,20.234816,16.09823,16.227041,28.141489,15.412065,,23.901451,15.349969,28.85973,19.544262,22.917864,22.908789,18.441456,16.583233,18.16265,30.661743,18.7575,21.87333,14.615432,19.036654,18.526861,20.042683,22.9582,24.828865,,21.973463,18.720102,17.950377,14.554063,21.516483,16.13107,18.99046,26.645514,20.969221,17.293558,25.609552,,,25.710083,25.800085,17.921059,28.259817,24.03437,25.506655,19.23195,20.937704,,23.9531,15.91619,21.703354,24.349094,23.558851,21.134602,16.754122,24.447996,24.433037,17.431002,,24.026123,17.74808,24.21807,17.331375,11.815001,,,28.314428,21.924358,27.939947,,22.878517,18.67488,,27.13413,,12.46859,19.835453,15.865409,19.235151,,,,19.743404,25.256123,21.54693,25.227371,11.587223,,22.42662,,22.044039,16.978111,15.886695,22.494001,,19.10924,14.99718,17.872425,13.193138,15.733511,18.274632,16.055603,20.66909,17.036777,,23.388336,17.544233,24.363218,16.947433,17.488365,26.710892,30.951677,25.763168,,28.376678,,25.42649,19.019634,15.792536,14.913936,14.897592,18.582218,19.446774,,27.058899,22.262705,18.443508,18.447437,19.183632,15.798807,,28.20363,16.653965,23.886953,28.468924,22.511896,14.61247,17.945929,25.83573,23.442429,22.916628,18.57609,14.416997,18.338156,23.386381,23.291374,27.518137,26.259916,18.633698,22.406193,22.916643,,19.63341,26.520283,25.693167,22.718624,23.470592,16.295729,26.782228,29.45683,28.339275,,17.944466,23.982647,16.49994,24.589533,26.472708,24.323898,22.355995,19.671015,25.63033,24.04624,22.959358,16.665575,16.97572,,25.05483,18.756958,19.033714,,19.423204,23.457262,18.293898,25.880184,23.576042,21.065588,29.598158,19.010567,25.160057,19.119709,30.84738,30.59723,29.496693,,20.561747,,24.80576,,25.239367,,,22.997787,19.536552,21.830996,21.52555,22.920496,18.024164,22.186117,27.672726,25.688292,22.04682,,,24.288092,25.452385,22.028427,24.8197,22.661385,,,,24.282595,25.231161,,32.47136,22.101295,,,,,,24.623396,,,,,26.646503,,25.094603,,,31.566206,27.384865,,,27.038454,,,,,,,,,,,,,,31.560095,32.707897,29.455404,,,27.924194,28.585897,,,,,29.693281,,,,,30.846693,,,18.8066,18.707474,26.67264,,31.093338,27.667444,32.699554,,,26.790768,,24.003372,,27.638803,,,,,31.35902,,,,35.24637,30.701197,,25.19594,23.473934,,,,,,26.330385,,19.23828,,28.283436,,26.298807,32.42635,,,,,,,29.12932,,21.809212,,18.519567,,23.18918,,,25.893534,,26.375858,30.451231,,,,27.9621,,,,,28.219765,,29.901852,,,,28.988674,,30.688711,24.983757,27.225105,28.240587,,25.362259,,,,27.276285,,24.982271,27.441916,28.925459,25.55104,28.902367,,26.41362,,,,,23.457691,32.08903,,31.663044,22.562712,22.668795,23.302011,,,,20.229256,,26.475325,13.214254,19.585014,14.349548,12.767761,18.69486,,20.77772,15.510522,16.38004,22.25898
SAMPLE2,0,Testing,Testing,18.345129,17.366568,19.623413,21.290049,21.681852,21.38333,19.379288,19.390024,25.561077,16.144342,24.54789,19.410713,28.23932406,17.959278,16.92975,,18.740614,14.014169,,18.372627,14.494618,13.943248,16.78600806,21.098778,16.427797,24.844042,26.337616,22.951077,18.595331,19.388767,19.04545,25.629066,24.592653,21.529022,17.505096,16.565626,30.53448,16.791517,,23.860886,16.24123,,20.08998,23.154203,24.35894,18.822025,17.52087,18.70316406,,20.841322,22.552324,16.439367,20.12816,20.710684,20.456604,24.477926,26.132256,,23.268229,20.164732,18.53384,16.560633,22.329632,18.414057,21.689045,28.661411,23.128128,18.415253,26.679766,,,29.389517,24.94527606,19.898415,30.211159,26.319654,27.774986,20.486315,22.730116,,22.799053,17.70837,21.97665,26.834995,26.349888,22.216234,17.241404,25.498137,25.683256,18.908144,,24.096668,17.385046,25.144638,18.63402,13.241107,,,,23.88762,,,25.439178,22.35139,,30.42373,,13.703076,21.283058,15.994718,23.794804,,,,20.692984,24.802042,,30.59802,13.161444,,21.773075,,22.78341,18.421883,16.799414,24.247934,,20.171513,17.617865,18.860407,13.101018,15.6887245,19.64707,16.831911,21.666395,19.160347,,25.099123,20.026243,,19.211681,20.18763,27.73764,31.401194,25.635757,,30.786493,,25.68483,21.03627,17.176174,16.806675,16.602913,20.075779,21.207901,,29.778257,24.072777,20.27326,20.400991,,17.317205,,,20.06037,25.223812,30.953424,23.09413,14.006728,18.45962,27.732243,23.382593,23.251087,20.511189,16.688814,20.251215,,25.975996,,28.892567,19.935347,23.056929,24.978493,,21.163103,27.607008,,24.205149,24.309572,17.366425,29.015093,33.016476,28.086678,,19.087154,17.870293,17.567478,25.58754106,26.512608,29.00276,25.3574,19.444431,27.454073,24.85981106,24.052069,18.320686,,,26.783682,20.471277,19.621706,,23.160883,25.522457,19.700443,26.507677,25.822622,23.75019706,31.896776,20.489508,,20.650452,29.07090106,30.255571,,,18.907938,,27.229177,,26.79473,,,,20.341022,23.22151,20.717323,24.829796,20.810253,23.68889006,29.429676,,24.302032,,,24.15031,26.33188,24.340727,26.155922,22.154554,,,25.993334,,24.987469,,32.26955906,,,,,,,28.808828,,,,,,,25.210835,,,,27.433416,,,,,,,,,,,,,,,,,32.47954,31.926367,30.399195,,,29.8173,,,,,,,,,,,32.297684,,,19.57483406,19.774067,27.85105,,30.499523,29.13466906,31.70581706,,32.28626306,29.222795,,24.536982,,31.608839,,,,,,,,,,,,,23.071527,,,,,,27.085176,,20.719616,,,,26.96790206,,,,,31.892874,,,,,18.51671306,,16.90847906,,24.04977706,,,28.249865,,,27.22842306,,,,25.93162,,,32.132607,,29.177145,,30.27738906,,,,,,31.35655,,26.84763106,29.402863,,25.543537,,,,,,25.74708506,,30.87495706,28.60759406,,,29.40196706,,,,,27.509113,,,34.63786006,,24.677597,24.996494,,,,20.664022,,,15.658024,17.592133,15.757413,13.705504,19.659492,,21.75661,16.505266,18.302559,22.661936
SAMPLE3,0,Training,Training,18.526676,16.622906,16.869097,20.686466,21.554474,21.38033,19.529243,19.640213,28.903109,16.072834,23.239943,17.692894,24.72532711,17.707003,15.789075,,19.151892,15.40809,,18.266249,14.176119,14.096898,14.96013511,19.830275,14.019775,25.840702,26.06179,22.873049,18.974552,18.108973,17.332857,27.388723,26.915888,19.916573,17.092373,15.023916,29.056156,15.491449,,23.496773,15.632732,29.134178,16.686026,20.755695,23.921331,19.252947,14.8904085,15.64609211,32.020653,18.76549,22.351107,15.339555,14.815013,19.189417,20.836464,23.543377,24.43079,,19.427532,18.744873,18.358139,14.731738,21.262783,17.125477,20.703505,27.920185,21.806036,18.484102,25.181364,,28.874363,25.876972,24.73531611,18.764595,28.205772,24.490309,28.030777,19.613907,20.72032,,23.0182,16.394787,21.151834,25.141941,27.935038,20.997835,16.98926,18.272676,18.297792,17.92393,,23.381594,17.270975,24.337378,18.121344,12.585445,,,,22.119566,28.21085,,25.378,20.049229,,27.523966,,13.164639,20.509682,15.051436,21.006363,,,,20.231537,24.101727,25.34458,28.583605,12.722982,,20.961401,,21.290712,16.741041,14.528535,23.049927,22.16859,21.70812,16.481052,17.322098,12.764329,16.162863,18.3274,18.584198,20.105648,23.434383,,23.375063,16.362505,23.760296,15.625576,18.420801,27.194342,31.80811,26.821846,,28.867775,,25.366398,20.378735,16.6297,15.820405,15.579211,19.52106,20.741112,31.354961,23.559046,22.789322,18.964394,18.475498,19.19413,15.783051,,27.6369,17.44446,24.332289,28.316854,22.121637,14.7523155,19.031212,25.860703,22.85947,21.290846,19.307325,15.344017,18.416523,23.670559,24.00878,27.884003,27.311571,19.486536,22.742945,22.901329,,22.023428,28.562658,26.048727,22.838884,23.442778,16.31997,27.23027,28.306011,28.25769,,18.558645,15.318219,16.784237,24.18476211,25.923082,25.613317,23.363214,18.822979,25.129484,23.54669411,22.855526,16.81411,19.201315,,24.85525,18.94202,18.622128,,20.586823,23.377665,18.391544,25.328522,23.97239,21.23904611,29.513773,19.281471,26.694304,19.705914,21.61581511,29.159885,28.787743,,20.838404,,26.296968,,25.18736,,,22.31550511,19.947176,22.118368,21.02179,23.343307,18.642092,22.59651111,26.901884,25.901423,21.415213,,,23.960764,25.434422,22.32439,24.754541,22.553303,,,25.915466,24.340834,24.602564,,32.99464611,23.268768,,,,,,25.690874,,,,,27.667395,,24.839294,,,,28.475426,,,28.35913,,,,,,,33.429276,,,,,,,33.255547,30.919445,28.864473,,,27.645275,29.956837,,,,,29.856232,,,,,31.98402,,,18.83235411,18.791615,26.432001,29.72855,30.154036,27.53071511,33.80129611,,,26.557812,,23.76594,,28.461622,,,,,30.38554411,,,,,,,25.571712,21.526043,,,,,,25.313156,,20.198433,,28.65397711,,25.93124811,,,,,29.173067,,,26.46477011,,19.18772211,,15.75513711,,23.19688311,,,26.62318,,26.383604,30.63298911,,,,28.180853,,,,,27.871237,,28.60206911,,,,28.43895,,29.483189,24.10018611,24.01736911,28.57343,,24.859907,,,,27.69966,,24.46537611,27.044107,28.26457611,25.52107311,29.725899,,25.79433111,,,,,22.6115,31.822273,,32.50164911,21.941427,22.765234,22.548056,,,,20.412485,,25.772087,14.820643,20.879412,14.7992935,13.070967,20.020311,,21.62527,16.251923,16.738031,22.982403
SAMPLE4,0,Testing,Testing,17.705048,16.189386,18.018454,20.666992,21.824095,21.08683,19.611013,20.04955,25.201988,15.848217,22.887753,18.153587,27.79458542,17.72006,16.688639,,18.694,15.654505,,18.413132,13.823114,14.580427,14.39409542,19.571182,13.436525,27.40972,30.888098,,19.23468,18.999035,18.551085,23.4427,22.922573,20.532072,17.90819,16.06034,28.82024,15.4608,,22.167957,15.286424,28.946022,18.41863,21.775665,22.697607,17.588942,16.761316,17.34758342,,18.939352,22.719515,15.832066,18.277773,19.217981,19.890882,24.702524,24.41633,,21.2774,17.939371,18.581112,13.938272,21.315964,17.306591,20.348106,28.572025,21.346558,18.415934,24.661179,,28.879522,26.95565,24.89353842,19.127125,28.419474,23.510742,26.953436,19.780005,21.088942,,22.89164,16.224636,20.828756,24.595417,25.285494,20.648352,16.898283,22.24194,22.408169,17.69123,,22.61545,16.69368,23.525316,17.952864,12.28018,,,,22.846241,23.934437,24.918282,25.806438,18.343176,,27.908276,,13.141409,20.5578,15.655536,21.514828,,,,18.592793,22.53602,23.364153,27.358934,11.323074,,20.94057,,22.207655,16.853943,13.692618,22.292444,22.505768,20.59868,15.7995825,18.409832,12.633236,15.702884,17.888243,17.359425,20.110722,17.770258,,23.688704,18.283356,25.368935,17.727009,20.305431,28.085396,30.290318,27.71569,,30.054726,,26.753838,20.307577,16.54696,15.646358,15.444098,19.32118,20.64032,30.51217,24.130905,23.625195,19.137705,18.609211,19.395157,16.509167,,28.386517,17.436417,24.891346,28.39584,22.690643,14.128116,20.19765,25.883373,24.159197,21.199242,19.348625,15.404304,18.298813,,24.530333,,28.800524,19.951242,22.30469,22.836317,,20.744022,30.945007,25.132683,23.38494,23.480637,15.699232,27.355701,29.274761,27.699707,,18.892963,16.425484,17.549019,24.40269642,25.716953,26.446459,23.801619,19.2598,26.118753,23.38968042,23.164122,17.211342,23.29082,,24.98008,19.444849,18.743792,,21.44659,24.695429,18.294382,23.853043,23.9692,21.14789942,29.855795,19.686018,25.830402,19.649122,,30.924084,30.244862,,17.56158,,25.240519,,23.964365,,,22.04782442,19.646719,21.953848,19.243797,23.944477,18.507072,22.98848142,28.507654,25.66837,22.274359,,,21.998014,25.26526,22.473364,24.504423,22.836325,,,26.094051,24.055502,24.467121,25.232206,33.01673842,23.930998,27.690386,,25.988724,26.10562,,24.336351,,,,,27.774565,,24.62788,,,33.45248,29.99007,,,26.934452,,,,,,,33.44613,,,,,,,31.547777,31.198349,29.11075,,,27.35969,,,,,,29.148119,,,,,29.83909,,,18.34993142,18.923737,25.319485,29.89617,31.716068,28.35850442,30.07810142,,,28.15903,,25.064796,,28.867638,,,,,,,,,,27.77144742,,24.81115,19.10312,,,32.20674042,,,26.245207,,18.686756,,30.61508742,,26.01343342,,,,,30.17131,,,29.09316742,,20.99520642,,15.83048242,,24.69072442,,,26.401112,,25.64139,29.44638742,,,,27.349518,,,,,27.8293,,28.00760642,,,,27.75434,,30.555918,24.82432842,23.99817842,27.64632,,25.542809,,,,27.656918,,24.90684642,26.873484,30.06996642,27.25568742,28.766523,,25.43258042,,,,28.27107742,23.32285,32.073406,,,22.120401,23.184986,23.22676,,,,19.805664,,25.736057,16.315653,21.453161,15.014098,13.84645,20.824356,,22.905083,16.18831,16.760109,24.363432
SAMPLE5,0,Training,Training,18.291204,17.499275,19.206512,21.529583,21.924965,21.557217,20.399399,20.562456,26.749693,16.530298,23.294817,17.408915,21.93254161,17.256302,15.871362,25.557089,19.430063,15.165116,,18.675327,13.835731,14.314169,15.62123761,20.828657,13.654311,26.199003,28.050673,21.066679,19.0729,17.66101,17.387957,24.792131,24.84985,20.459574,19.546425,17.942415,29.33485,14.903534,,20.835758,15.822256,29.511545,19.989632,22.952105,24.06317,18.341316,16.498604,17.86714861,30.760927,21.217884,21.878147,14.371221,21.121248,18.877134,20.694859,25.172108,24.745094,,22.539059,18.877644,17.9624,14.544882,21.849846,16.627483,19.839333,28.365883,21.977055,18.625639,27.82808,,,25.51691,25.31507461,18.595478,27.945549,24.682507,26.786554,19.233788,20.692726,,23.352827,16.730722,21.541655,26.237106,25.448582,21.497963,17.238,18.520725,18.620686,17.832352,,22.833452,17.167269,23.493435,17.771189,12.3419,,,29.088974,22.072275,29.094591,,26.86009,16.90335,,27.737709,,12.69209,20.443903,15.899131,19.479626,,,,19.238527,22.642733,27.36067,31.035374,11.424663,,22.0446,,19.518967,16.00888,16.555174,23.112743,,19.803175,15.372381,17.57933,13.579349,16.129913,18.4051,16.833815,20.662704,18.010963,,23.749557,19.722412,27.827589,19.473211,19.023584,28.033926,32.515205,28.885967,,30.5073,29.4099,27.189774,19.616055,16.419796,15.321731,15.3657,19.189589,19.870474,,26.70739,23.248608,18.669657,18.720457,18.86505,16.242416,,28.483788,17.050745,24.330797,28.427729,22.108631,14.136025,19.73032,26.261713,25.348244,21.35573,18.34849,14.864167,18.431496,23.3657,23.69027,28.822926,27.52832,19.590895,22.264107,23.941423,,21.26038,30.016953,25.516375,22.999971,23.470755,15.944725,28.317951,30.010292,28.645626,,18.340118,18.44584,16.788008,24.99669761,25.984276,25.047853,23.816992,19.073505,25.763605,24.34092461,22.405397,16.856909,25.777733,,25.299623,19.172289,18.839436,,21.355247,25.143538,17.92649,25.85474,24.740444,21.19223361,30.018131,19.44168,26.550749,19.600365,24.96099061,29.49963,29.053104,,23.334816,,26.739544,,25.146849,,,20.38778061,19.393044,22.1401,21.437605,23.448147,18.427872,21.95392561,27.464321,25.746315,23.300354,,30.09793,22.602009,24.519413,22.348068,23.967358,23.481909,,,24.447313,24.122023,24.268642,,33.07064361,24.187271,,,,,,27.43001,,,,,,,25.592285,,,,28.972532,,,28.258867,,,,,,,,,,,,,,32.504948,31.599792,29.81844,,36.434666,28.234993,,,,,,29.751255,,,,,31.073715,,,18.54942461,18.746511,27.685844,,32.51769,27.61139061,31.69967961,,,26.288324,,23.478745,,30.578825,,,,,29.60303461,,,,,,,26.174511,21.672056,,,,,,27.246803,,19.577406,,27.95444961,,25.33545761,31.917936,,,,30.841534,,,25.14443161,,18.92687161,,15.03400361,,23.96011661,,,26.721613,34.01846661,28.488337,30.42773361,,,,28.05946,,,,21.985428,27.608637,,27.21943361,,,,29.18523,,29.776064,24.37746761,22.93089761,29.001888,,27.052982,,,,27.542656,,25.65986561,,31.23302961,28.33843361,28.899927,,26.20406861,,,,,24.06625,31.522808,,31.75637361,22.387136,22.6808,22.46074,,,,20.122952,,26.054283,15.583584,16.869104,15.276227,12.794785,19.74901,,22.432873,16.911922,16.562393,20.15765
SAMPLE6,0,Testing,Testing,18.322832,17.543291,20.555593,20.962568,22.214624,21.319302,19.816616,20.29339,27.806337,16.93786,23.41888,17.762087,25.71699574,17.525217,16.400534,,19.626,15.181648,,18.089434,14.392044,14.024937,15.63460774,21.017967,19.591131,25.670399,26.633326,23.030596,28.116203,18.773819,17.551916,25.661541,25.458916,25.541996,17.640627,15.166695,32.349037,14.623024,,20.934753,16.262243,29.632206,17.853298,21.290422,24.67908,18.650831,15.419078,15.95750074,,19.835346,22.115183,14.599726,15.736653,18.739603,19.791471,25.152504,,,20.58246,19.605188,19.242945,15.609994,21.981003,16.918573,20.336979,28.328564,22.190247,18.757948,27.871553,,,26.696352,25.84927774,18.43963,28.672873,24.52022,26.756935,20.242508,21.2768,,22.886972,16.387718,21.285366,24.533316,23.521635,20.690918,17.704105,20.946707,21.175058,17.306992,,23.51497,17.752329,24.575565,18.952206,13.149846,,,28.368458,22.126143,,,26.326258,18.871986,,28.743933,,13.441013,20.249323,15.894201,21.445154,,,,20.264292,20.393658,24.687757,28.553019,12.196406,,22.069223,,19.947424,16.194431,14.691176,23.476946,21.9695,20.46645,15.662317,18.19459,13.234999,15.961691,18.49442,17.527916,20.114792,18.402546,,29.616568,17.666285,25.041094,17.361267,19.218569,27.570185,31.594196,27.848389,,29.386612,,26.068914,20.64245,16.261452,15.434129,15.550341,18.885685,21.133268,,24.035526,24.013641,18.456224,,19.10032,15.616291,,27.358824,16.788603,29.38519,29.401274,22.038996,14.366321,18.931553,30.495047,24.058071,21.644156,18.675713,14.995898,18.877163,,24.280626,29.227882,27.560326,18.915503,22.516743,23.070938,,19.408339,28.13979,,28.357994,29.471622,20.920094,26.654188,26.894745,27.900835,,19.01916,17.092268,22.830957,30.02619974,,,22.658302,24.710016,,31.43968974,28.73397,22.141972,20.048466,,,24.873041,23.840715,,20.170893,23.838741,18.169277,23.074345,24.284,21.18109874,31.149427,25.363583,27.010841,24.795176,23.39820074,29.42419,29.551527,,21.824326,,26.874048,,24.714056,27.361917,,22.93102074,24.617138,,20.37177,29.208086,23.695852,22.44196374,26.433834,25.638128,21.642143,,,,,28.428766,27.960423,23.027018,,,24.459438,23.688982,24.916786,24.089851,32.92498774,22.844704,,,26.800018,27.51655,,26.204235,,,,,26.949553,,25.408245,,31.93209,33.026283,29.71063,,,28.323467,,,,,,,,,,,,,,32.588165,31.758219,29.93221,,,28.351238,30.89392,,,,,30.154285,,,,,30.735384,,,18.58693874,24.37687,23.843597,27.369402,35.179295,28.40879274,31.87108274,,,27.543604,,24.144997,,27.377234,,,,,29.93200474,,,,,,32.498165,,23.883036,,,33.14967774,,,28.186966,,19.194736,,28.40658974,,26.44849974,,,,,30.76862,,,26.72347474,,19.49522774,,18.58652874,,23.19135874,,,26.847048,,29.408506,30.25616274,,,,28.14934,,,,23.461754,27.988634,32.43664174,28.17230774,,,,29.481926,,31.270645,24.57909374,24.03029674,29.148493,,26.910055,,,,,,24.98177374,,31.03249174,24.51685774,29.722826,,25.87859974,,,,,25.128317,,,30.79366474,,28.106474,29.163746,,,,20.110308,,26.868567,14.903148,19.229918,15.523643,12.869277,19.242676,,21.229334,17.300335,16.712238,22.749056
