NAME,SAMPLE3,SAMPLE5,SAMPLE7,SAMPLE8,SAMPLE9,SAMPLE10,SAMPLE11,SAMPLE12,SAMPLE14,SAMPLE15,SAMPLE16,SAMPLE17,SAMPLE18,SAMPLE19,SAMPLE20,SAMPLE21,SAMPLE23,SAMPLE24,SAMPLE27,SAMPLE28,SAMPLE29,SAMPLE32,SAMPLE33,SAMPLE34,SAMPLE35,SAMPLE36,SAMPLE37,SAMPLE38,SAMPLE39,SAMPLE40,SAMPLE41,SAMPLE42,SAMPLE43,SAMPLE44,SAMPLE47,SAMPLE48,SAMPLE49,SAMPLE50,SAMPLE51,SAMPLE52,SAMPLE54,SAMPLE56,SAMPLE57,SAMPLE58,SAMPLE59,SAMPLE60,SAMPLE61,SAMPLE62,SAMPLE63,SAMPLE64,SAMPLE65,SAMPLE66,SAMPLE68,SAMPLE69,SAMPLE70,SAMPLE71,SAMPLE72,SAMPLE73,SAMPLE74,SAMPLE75,SAMPLE76,SAMPLE77,SAMPLE78,SAMPLE79,SAMPLE81,SAMPLE82,SAMPLE83,SAMPLE84,SAMPLE85,SAMPLE86,SAMPLE87,SAMPLE88,SAMPLE89,SAMPLE90,SAMPLE91,SAMPLE94
hsa-let-7a,0.5073450000000044,0.23593866666666585,-1.1291540000000033,-0.6776739999999997,1.3086549999999981,0.48144533333333683,-1.2162626666666654,-1.5731123333333308,-0.11794266666666786,-1.036096333333333,-1.9091946666666715,-2.2583306666666676,-0.3290050000000022,-0.5011573333333317,-0.3373383333333386,-2.8476649999999992,-0.8212506666666677,-0.37275200000000197,-0.26454133333333374,-0.779092333333331,-0.24861033333333182,-0.06765099999999791,,0.21694933333333566,0.22611466666666757,-0.409791000000002,0.7217510000000011,-0.006021333333329437,1.2096343333333373,-2.495749666666665,-0.9485548333333327,-2.5334353333333333,0.13075733333333517,0.2076650000000022,-2.078160666666669,-0.1389783333333341,-1.3107486666666652,-0.8633173333333346,-0.7118556666666649,-1.9880506666666644,-0.906492999999994,-2.528852999999998,-0.4407919999999983,-1.1030523333333342,0.4987323333333329,0.3046426666666662,-0.861202333333333,-0.8376166666666691,0.2434443333333327,-1.1971719999999983,-0.3914529999999985,-1.0776666666666657,-1.0672314999999983,-1.034518000000002,-0.8980169999999994,-0.6640676666666643,0.651645666666667,-1.1647739999999978,-0.6278450000000007,-1.774550333333334,-0.706274999999998,-1.4969796666666682,0.018037833333330866,-1.3271300000000004,0.566710333333333,-0.199149666666667,0.4736466666666672,0.3184233333333317,0.6727256666666683,0.3479713333333301,0.8965979999999973,-0.3238990000000008,-0.7657703333333323,-2.3345468333333326,-0.40648166666666796,-0.26201599999999914
hsa-let-7b,-1.3964249999999971,-0.5559903333333338,-2.904153000000001,-2.2026699999999977,-0.457259999999998,-0.8885146666666657,-2.9534706666666644,-3.8409933333333353,-1.3706486666666695,-2.6018833333333315,-3.0190116666666693,-3.736331666666665,-1.3292400000000022,-2.206661333333331,-1.079458333333335,-3.5385310000000008,-2.446307666666664,-2.4584329999999994,-1.5801143333333343,-2.5920063333333303,-0.9310213333333301,-1.3860220000000005,-2.163303000000001,-1.0199486666666644,-1.1576863333333307,-1.902269999999998,-0.05279299999999765,-2.337908333333333,-0.40529066666666225,-4.327329666666666,-2.1953728333333338,-2.9445283333333343,-0.441515666666664,-0.8926089999999967,-3.4916636666666676,-0.043382333333337186,-1.8411246666666674,-2.5118443333333325,-2.0521036666666657,-2.600251666666667,-1.8895329999999984,-3.8218900000000016,-0.31912399999999863,-1.7893093333333336,0.126535333333333,-0.18490733333333154,-1.5178503333333335,-1.1319066666666693,-0.3491766666666649,-2.0052809999999983,-1.7577619999999996,-1.3862506666666654,-1.924676999999999,-1.8391779999999986,-2.384594999999999,-1.7268546666666644,-0.29457233333333477,-3.0062989999999985,-1.6123900000000049,-3.718909333333336,-0.8754449999999991,-3.4459506666666666,-0.4094891666666669,-1.3895039999999987,-0.7337376666666664,0.5611993333333309,-0.005832333333330553,0.14324533333333278,-0.2388363333333352,-0.24921966666666862,0.8139659999999971,-1.9861020000000007,-0.9709303333333335,-3.106669833333333,-2.26817066666667,-0.5591180000000016
hsa-let-7c,-1.1502339999999975,1.1512466666666654,-1.5356290000000037,-1.3653319999999987,-1.279761999999998,1.1143933333333358,-2.687410666666665,-2.928293333333336,1.0976043333333294,-1.3249093333333342,-1.428320666666668,-3.4485556666666675,0.465011999999998,-0.7781173333333307,1.1475256666666631,-0.4409380000000027,-1.0865436666666675,-1.3678799999999995,0.4658206666666658,-0.7275903333333282,0.2544946666666661,-1.1092869999999984,-0.786360000000002,1.2664373333333323,-0.35192833333332985,-0.114255,0.6074280000000023,-0.0513473333333323,1.7866533333333336,-4.651365666666667,-0.8510908333333305,-3.0408453333333334,-0.3222296666666651,1.0796869999999998,-3.9318576666666676,0.17691866666666556,-0.9574256666666692,-1.3283123333333329,-2.4523566666666667,-1.9957126666666642,-0.733393999999997,-3.886888000000001,-0.02516199999999813,-0.3968503333333331,1.739452333333329,1.615320666666669,-0.3375978333333336,0.5471783333333313,1.463468333333335,-0.15021699999999782,-0.6877859999999991,0.0046123333333341066,-1.191062999999998,-0.1447269999999996,-1.4030229999999975,-0.5555556666666668,1.1834356666666643,-1.9382279999999987,-1.0643720000000023,-2.9928543333333337,0.8433850000000014,-3.7944396666666655,-1.1207431666666672,0.21084899999999962,1.5259023333333346,1.7957463333333301,1.5754826666666695,2.291370333333333,1.5838966666666678,1.2330163333333317,2.5670939999999973,-1.1181410000000014,0.973036666666669,-0.9270168333333348,0.0364013333333304,1.5477259999999973
hsa-let-7d,2.667135000000002,3.474317666666664,1.7630389999999956,2.2917249999999996,4.1654990000000005,3.3350683333333357,2.341219333333335,2.0456546666666675,3.61788533333333,1.9865476666666666,2.4506533333333316,2.403141333333334,2.203809999999997,2.190846666666669,2.8148336666666616,1.3019399999999983,2.316088333333333,2.6350540000000002,2.4522606666666675,2.138523666666668,3.1792696666666664,2.8388729999999995,2.1682999999999986,2.808368333333334,2.9757516666666675,2.82123,4.266465,2.259983666666667,3.7885373333333376,1.6796143333333369,2.0406611666666663,1.2984096666666645,2.517449333333335,2.3166580000000003,1.4750143333333305,3.197298666666665,1.3018213333333328,1.4015216666666674,2.0179063333333325,1.291866333333335,2.022700000000004,1.333079999999999,2.2460910000000034,1.7525136666666654,3.005929333333331,3.0072086666666635,2.5141826666666667,1.9254773333333297,2.957328333333333,1.3289320000000018,2.0292860000000026,2.3196953333333354,2.1051849999999988,1.3928879999999992,1.4429560000000023,2.249389333333337,3.194708666666667,1.2177030000000002,2.022159999999996,1.360795666666668,2.0226700000000015,1.4443283333333348,3.350541833333331,2.4175879999999985,2.8035743333333336,1.4946763333333344,3.078209666666666,2.3011493333333313,2.525507666666666,2.8389323333333287,2.6192239999999956,1.9111209999999978,2.0987296666666673,1.5887311666666672,1.1261533333333311,2.3530289999999994
hsa-let-7e,3.5351430000000015,3.8696996666666656,4.087107,3.734147,3.446624,3.870367333333334,4.190381333333335,4.572391666666665,3.5831753333333296,3.506942666666667,3.3680713333333294,3.197916333333332,3.490554999999997,3.726988666666667,3.672066666666666,3.4967110000000012,3.5928653333333322,3.7333279999999966,3.897006666666666,3.8567196666666668,3.7754546666666684,3.3939730000000026,3.8337359999999983,3.6998083333333334,3.536611666666669,4.258081999999998,3.400182000000001,4.540018666666668,4.425094333333334,3.133749333333334,3.7802991666666657,3.154072666666668,3.5683543333333354,3.219442000000001,2.526042333333333,3.1405096666666665,2.702457333333335,3.458135666666667,2.363192333333334,2.7415913333333357,2.941027000000002,3.072699,2.899751000000002,3.245229666666667,3.6336673333333316,2.9423256666666653,3.609427666666665,3.3363533333333315,2.9921153333333343,2.9330180000000006,3.308554000000001,3.3054873333333354,2.792803000000003,3.203707999999999,3.044258000000003,3.0201893333333345,3.0811486666666674,3.2709660000000014,3.230219999999999,3.7106556666666677,2.840447000000001,3.1222323333333364,2.8703918333333327,3.1141059999999996,3.2780213333333315,2.730795333333333,3.0008326666666676,2.855506333333331,3.2541506666666677,3.104898333333331,3.8878209999999953,3.522476000000001,2.992131666666669,3.212541166666666,4.54008133333333,3.472683
hsa-let-7f,3.3609989999999996,3.501951666666667,2.0955779999999997,2.529402000000001,3.990233,3.4772283333333363,2.188045333333335,2.091941666666667,3.5230593333333324,1.8012956666666682,1.66604933333333,1.4193423333333328,2.621641999999998,2.591198666666667,,0.7490649999999981,2.6488193333333356,2.7614369999999973,2.9483256666666655,2.44568966666667,3.1703046666666665,3.002307000000002,2.783687999999998,3.344796333333335,3.3375546666666693,3.1561120000000003,3.9020580000000002,3.153520666666669,4.556264333333335,1.222884333333333,3.062663166666667,0.6504776666666636,2.401925333333338,2.538572000000002,0.6282343333333316,1.8548986666666636,1.3192583333333303,1.702447666666668,1.5120223333333342,1.2326983333333352,1.499755000000004,0.8302060000000004,1.769440000000003,1.4561616666666666,2.32529933333333,2.4289676666666686,1.7557506666666676,2.5298533333333317,2.471136333333334,1.6992070000000012,2.2263470000000005,1.5359273333333334,1.8494610000000016,1.2699040000000004,1.5703700000000005,1.839649333333334,2.843006666666664,1.323088000000002,1.6081590000000006,0.4497576666666667,2.0688410000000026,1.1849283333333354,2.935721833333332,1.5269879999999993,3.023838333333334,1.8687023333333315,2.6487106666666698,2.3819103333333302,2.786875666666667,2.4523243333333333,3.155968999999999,2.1636989999999976,1.852249666666669,1.1505381666666654,4.702866333333333,2.282582999999999
hsa-let-7g,1.5099120000000035,2.3441336666666643,0.6163449999999955,1.243041999999999,3.000153000000001,2.096710333333334,1.6595413333333333,1.4110886666666644,3.0038563333333315,0.7073836666666686,1.0700743333333307,1.3436363333333325,0.7155709999999971,1.6240666666666677,2.124362666666663,0.7905550000000012,1.5373963333333336,2.2402799999999985,1.9608456666666676,1.6330146666666678,2.1409816666666686,1.8076749999999997,1.6414539999999995,1.6595363333333353,2.021614666666668,2.5196279999999973,3.0748350000000038,1.9100576666666669,2.9370263333333355,0.7678223333333349,0.8584731666666663,-0.009091333333334006,1.2537263333333364,1.0735930000000025,0.24145933333333147,0.8826086666666626,-0.12203966666666588,0.36485766666666564,1.2286113333333333,0.5346333333333355,0.7870510000000053,-0.09384000000000015,0.803321000000004,0.3977856666666675,1.448128333333333,1.094025666666667,0.6482316666666676,0.7260203333333308,1.6110093333333353,0.6348280000000024,1.2148780000000023,0.6386293333333377,0.9687930000000016,0.27182300000000126,0.744728000000002,1.3800293333333364,2.086218666666664,0.2866880000000016,0.44104299999999697,0.03738166666666487,0.6950660000000042,-0.21695966666666777,1.8509268333333324,3.2637300000000025,1.983236333333334,0.8197383333333335,1.7262406666666692,0.762044333333332,1.245113666666665,1.0375443333333294,1.5069859999999977,0.8989860000000007,0.6037746666666663,0.6413431666666671,3.154951333333333,1.505551999999998
hsa-let-7i,1.6208820000000017,2.5071906666666663,1.115757999999996,1.410547000000001,3.3898089999999996,2.965546333333336,1.981464333333335,1.157979666666666,3.0858993333333338,1.2767426666666672,1.8287773333333313,2.031470333333335,1.2863279999999975,1.7092126666666694,2.5122596666666652,1.146774999999998,1.348622333333335,2.553031999999998,2.056022666666667,1.5521896666666706,2.4801436666666703,2.2581580000000017,2.2954279999999976,2.0027843333333344,2.1007976666666686,2.298574000000002,3.361041,0.9196356666666681,2.7451873333333374,1.5078533333333333,1.2568451666666682,0.594227666666665,1.4601463333333378,1.4085080000000012,0.446047333333329,2.0622836666666657,0.5281183333333317,0.12544766666666618,1.182421333333334,-0.2682436666666632,0.7226760000000034,0.5569419999999994,1.2104970000000002,0.9180256666666651,1.7366853333333339,1.7174656666666657,1.561942666666667,1.0477173333333312,2.151916333333336,0.589851000000003,0.7731310000000029,1.4966973333333335,0.9065890000000003,0.21717999999999904,0.34678300000000206,1.898496333333334,2.363876666666666,0.18260599999999982,0.8224109999999989,1.0973086666666667,0.7346950000000021,0.031394333333334856,2.139112833333332,1.735164000000001,1.7144343333333332,0.9277783333333325,2.08954266666667,1.2517163333333308,1.3947066666666679,1.4788533333333334,1.6064659999999975,0.6863439999999983,0.8825676666666666,0.5571751666666689,1.1264183333333335,1.192661000000001
hsa-mir-1,10.883778000000007,8.694427666666666,8.154886999999999,8.361326000000002,8.525183999999996,7.861685333333334,8.212824333333337,7.983876666666671,7.5790763333333295,6.190276666666669,5.57060933333333,9.856485333333335,7.073664999999998,6.53802266666667,9.736811666666664,4.8145039999999995,8.062189333333336,7.480328,8.740897666666665,8.34089066666667,7.916432666666669,9.489376999999998,6.513566000000001,8.764167333333333,9.766481666666667,7.800399000000002,10.445540000000001,7.7744716666666704,9.678300333333333,8.489564333333334,8.014977166666664,6.9581576666666685,7.082230333333335,7.793623,8.996750333333335,10.736809666666666,7.148287333333332,4.195468666666667,7.670092333333333,9.548766333333337,6.050442000000004,4.519924,7.419573000000003,4.87103066666667,7.919592333333334,9.557680666666666,6.385841666666668,7.18248333333333,7.562712333333334,5.358023000000003,5.043059000000003,6.147277333333335,6.742160999999999,8.097316,5.3243490000000016,6.135317333333337,8.806779666666667,5.557356000000002,-2.3650560000000027,4.211419666666664,6.685088,6.5111023333333335,7.449414833333332,4.722004999999999,8.199526333333331,8.300329333333334,8.28029866666667,8.00442833333333,8.041307666666668,7.608456333333333,8.679199,-0.5533450000000038,9.43725966666667,7.240762166666668,10.343785333333336,3.9050890000000003
hsa-mir-100,-1.9464969999999973,-1.5249673333333327,-3.4476570000000013,-2.5394179999999995,-1.7894559999999977,-0.810136666666665,-3.881158666666666,-3.4745383333333315,-2.2794181666666695,-2.6652093333333333,-2.2866276666666696,-4.633868666666668,-2.0373350000000023,-2.6837893333333316,-1.7557823333333342,-2.661094000000002,-2.711108666666666,-3.05518,-2.4294503333333317,-3.2505193333333313,-2.1104953333333327,-2.385516000000001,-2.9669240000000006,-1.658133666666668,-1.8121413333333312,-2.0928320000000014,-2.055317999999996,-2.5530273333333326,-1.2467656666666649,-4.711762666666667,-1.5144508333333313,-3.2285863333333342,-1.5871076666666646,-0.324112999999997,-3.8516796666666693,-0.4571603333333343,-1.0951376666666661,-3.2577663333333327,-2.813760666666667,-2.531714666666664,-1.743160999999997,-3.844449000000001,-1.837551999999997,-1.9095483333333334,-1.482808666666667,-1.3643443333333352,-1.6619503333333334,-0.9383416666666697,-1.468599666666666,-2.702506999999999,-2.938444999999998,-1.8596916666666665,-2.509421999999997,-2.2679019999999994,-3.486093999999998,-2.2761076666666646,-0.9895013333333349,-3.729445,-1.5700330000000022,-3.9362583333333347,-2.2775909999999975,-4.107833666666666,-1.7757251666666694,-0.3260550000000002,-1.4682956666666698,0.8767933333333318,-1.323286333333332,-0.543998666666667,-0.971898333333332,-0.9747066666666679,0.08300599999999747,-2.6081389999999995,-1.4425673333333329,-0.46752183333333264,-2.1554616666666675,-1.8203749999999985
